,Small LowVol,Small Neutral,Small HighVol,Big LowVol,Big Neutral,Big HighVol,Rm-Rf,Rf,SLV-Rf,BLV-Rf,SHV-Rf,BHV-Rf,VOL,Conservative,Speculative,CMS
Aug-16,1.09%,1.12%,1.73%,-0.95%,0.98%,0.88%,0.50%,0.02%,1.07%,-0.97%,1.71%,0.86%,-1.02%,-1.57%,-0.35%,-1.68%
Sep-16,-0.58%,0.90%,4.78%,-1.23%,0.32%,2.16%,0.25%,0.02%,-0.60%,-1.25%,4.76%,2.14%,-3.63%,-0.48%,1.67%,-1.76%
Oct-16,-1.67%,-3.44%,-9.71%,-2.38%,-0.89%,-2.92%,-2.02%,0.02%,-1.69%,-2.40%,-9.73%,-2.94%,1.95%,-3.24%,-5.90%,0.03%
Nov-16,9.36%,9.97%,13.15%,2.15%,5.53%,3.74%,4.86%,0.01%,9.35%,2.14%,13.14%,3.73%,0.84%,5.66%,5.65%,3.30%
Dec-16,4.01%,2.21%,-1.18%,2.54%,2.18%,0.11%,1.81%,0.03%,3.98%,2.51%,-1.21%,0.08%,4.14%,1.30%,0.20%,1.47%
Jan-17,0.01%,1.21%,2.49%,0.95%,2.35%,4.03%,1.94%,0.04%,-0.03%,0.91%,2.45%,3.99%,-1.83%,1.51%,4.36%,-1.06%
Feb-17,2.09%,1.60%,0.59%,4.17%,4.46%,2.56%,3.57%,0.04%,2.05%,4.13%,0.55%,2.52%,2.78%,4.30%,2.63%,3.70%
Mar-17,-0.07%,0.64%,-0.74%,-0.16%,0.18%,0.59%,0.17%,0.03%,-0.10%,-0.19%,-0.77%,0.56%,-0.19%,-0.23%,-0.68%,0.15%
Apr-17,1.27%,1.24%,-1.03%,0.82%,1.58%,0.58%,1.09%,0.05%,1.22%,0.77%,-1.08%,0.53%,1.27%,1.30%,-0.65%,2.06%
May-17,-1.87%,-2.33%,-3.68%,1.82%,1.18%,0.89%,1.06%,0.06%,-1.93%,1.76%,-3.74%,0.83%,0.95%,0.54%,-2.07%,2.03%
Jun-17,2.37%,3.58%,3.77%,0.36%,0.55%,1.35%,0.78%,0.06%,2.31%,0.30%,3.71%,1.29%,-0.22%,2.11%,1.15%,1.91%
Jul-17,1.01%,0.59%,1.45%,1.07%,2.59%,2.81%,1.87%,0.07%,0.94%,1.00%,1.38%,2.74%,-0.41%,1.76%,1.54%,1.19%
Aug-17,-1.67%,-1.74%,-1.88%,0.28%,1.03%,-0.69%,0.16%,0.09%,-1.76%,0.19%,-1.97%,-0.78%,0.09%,-0.63%,-3.26%,1.37%
Sep-17,4.60%,6.77%,6.64%,1.06%,2.46%,3.18%,2.51%,0.09%,4.51%,0.97%,6.55%,3.09%,-0.16%,2.59%,5.52%,-0.37%
Oct-17,1.21%,0.50%,-2.13%,0.98%,4.01%,1.96%,2.25%,0.09%,1.12%,0.89%,-2.22%,1.87%,1.13%,3.78%,-0.68%,5.27%
Nov-17,3.23%,3.76%,2.10%,3.86%,2.22%,3.08%,3.12%,0.08%,3.15%,3.78%,2.02%,3.00%,2.59%,3.55%,3.06%,2.49%
Dec-17,-1.19%,0.70%,2.59%,0.48%,1.34%,1.76%,1.06%,0.09%,-1.28%,0.39%,2.50%,1.67%,-1.93%,-0.10%,3.59%,-2.53%
Jan-18,1.18%,2.97%,3.89%,3.66%,5.77%,9.38%,5.58%,0.11%,1.07%,3.55%,3.78%,9.27%,-2.03%,5.12%,2.01%,5.21%
Feb-18,-4.56%,-4.03%,-5.68%,-5.10%,-2.67%,-2.40%,-3.65%,0.11%,-4.67%,-5.21%,-5.79%,-2.51%,-3.66%,-3.36%,-5.85%,-0.07%
Mar-18,1.71%,0.69%,0.48%,-1.02%,-3.91%,-2.41%,-2.35%,0.12%,1.59%,-1.14%,0.36%,-2.53%,1.09%,-0.97%,-0.82%,-0.58%
Apr-18,0.46%,0.13%,2.64%,-0.11%,0.22%,1.50%,0.29%,0.14%,0.32%,-0.25%,2.50%,1.36%,-1.35%,0.35%,0.60%,-0.01%
May-18,4.20%,6.21%,8.85%,0.77%,4.15%,3.12%,2.65%,0.14%,4.06%,0.63%,8.71%,2.98%,-1.26%,2.16%,3.00%,0.43%
Jun-18,1.09%,1.43%,0.56%,1.16%,0.42%,-0.16%,0.48%,0.14%,0.95%,1.02%,0.42%,-0.30%,1.24%,-0.55%,1.91%,-2.04%
Jul-18,1.72%,2.50%,0.19%,4.70%,2.93%,1.99%,3.19%,0.16%,1.56%,4.54%,0.03%,1.83%,3.27%,3.33%,1.69%,2.79%
Aug-18,2.82%,5.75%,3.76%,2.50%,4.54%,2.81%,3.44%,0.16%,2.66%,2.34%,3.60%,2.65%,0.87%,2.43%,3.16%,0.62%
Sep-18,-2.13%,-2.47%,-2.53%,1.23%,-0.62%,0.33%,0.06%,0.15%,-2.28%,1.08%,-2.68%,0.18%,0.17%,-0.38%,-0.26%,-0.30%
Oct-18,-7.51%,-10.26%,-14.89%,-4.14%,-8.03%,-12.48%,-7.68%,0.19%,-7.70%,-4.33%,-15.08%,-12.67%,2.67%,-6.35%,-12.56%,1.15%
Nov-18,3.83%,1.35%,-2.46%,4.20%,-0.18%,0.14%,1.69%,0.18%,3.65%,4.02%,-2.64%,-0.04%,5.76%,3.35%,0.48%,3.57%
Dec-18,-10.37%,-11.82%,-15.45%,-7.81%,-10.31%,-10.01%,-9.55%,0.19%,-10.56%,-8.00%,-15.64%,-10.20%,-3.18%,-8.94%,-13.44%,-1.18%
Jan-19,9.71%,12.88%,15.97%,5.63%,9.65%,12.22%,8.41%,0.21%,9.50%,5.42%,15.76%,12.01%,-1.00%,6.89%,14.90%,-2.91%
Feb-19,4.00%,4.94%,6.07%,4.01%,2.87%,2.70%,3.40%,0.18%,3.82%,3.83%,5.89%,2.52%,1.69%,2.97%,4.53%,0.13%
Mar-19,-1.61%,-2.11%,-1.74%,2.92%,1.32%,0.04%,1.10%,0.19%,-1.80%,2.73%,-1.93%,-0.15%,1.58%,1.34%,-1.35%,2.42%
Apr-19,4.00%,4.64%,-1.05%,3.56%,4.36%,4.28%,3.96%,0.21%,3.79%,3.35%,-1.26%,4.07%,2.90%,2.22%,2.46%,0.69%
May-19,-5.73%,-9.43%,-10.81%,-3.32%,-8.15%,-10.07%,-6.94%,0.21%,-5.94%,-3.53%,-11.02%,-10.28%,2.30%,-3.97%,-13.24%,5.13%
Jun-19,6.40%,7.64%,8.74%,5.97%,7.30%,9.12%,6.93%,0.18%,6.22%,5.79%,8.56%,8.94%,0.90%,6.50%,8.42%,1.74%
Jul-19,2.17%,0.32%,-0.93%,1.67%,2.07%,0.44%,1.19%,0.19%,1.98%,1.48%,-1.12%,0.25%,2.28%,1.31%,0.75%,0.98%
Aug-19,-3.06%,-7.04%,-10.06%,1.06%,-3.22%,-4.86%,-2.58%,0.16%,-3.22%,0.90%,-10.22%,-5.02%,4.31%,0.65%,-9.33%,7.38%
Sep-19,3.59%,4.17%,0.46%,1.09%,2.70%,1.06%,1.43%,0.18%,3.41%,0.91%,0.28%,0.88%,1.92%,0.99%,1.34%,0.23%
Oct-19,1.86%,1.82%,2.57%,0.47%,3.16%,4.28%,2.06%,0.15%,1.71%,0.32%,2.42%,4.13%,-1.32%,-0.15%,2.09%,-1.63%
Nov-19,1.70%,4.25%,8.12%,1.99%,4.50%,6.34%,3.87%,0.12%,1.58%,1.87%,8.00%,6.22%,-2.92%,2.07%,7.46%,-2.73%
Dec-19,1.80%,2.88%,6.64%,2.35%,3.40%,3.12%,2.77%,0.14%,1.66%,2.21%,6.50%,2.98%,-0.87%,1.18%,5.02%,-2.01%
Jan-20,-2.04%,-4.02%,-5.62%,1.43%,-0.05%,-1.84%,-0.11%,0.13%,-2.17%,1.30%,-5.75%,-1.97%,2.39%,-0.47%,-3.42%,1.76%
Feb-20,-9.64%,-9.32%,-7.16%,-8.61%,-8.54%,-6.07%,-8.13%,0.12%,-9.76%,-8.73%,-7.28%,-6.19%,-6.56%,-9.81%,-8.13%,-6.50%
Mar-20,-22.47%,-25.01%,-24.77%,-11.13%,-12.65%,-15.57%,-13.38%,0.12%,-22.59%,-11.25%,-24.89%,-15.69%,-4.00%,-20.71%,-21.53%,-8.50%
Apr-20,10.09%,18.20%,27.80%,11.42%,14.19%,15.49%,13.65%,0.00%,10.09%,11.42%,27.80%,15.49%,-3.16%,11.10%,19.64%,-3.05%
May-20,3.41%,6.68%,9.53%,3.59%,6.54%,8.57%,5.58%,0.01%,3.40%,3.58%,9.52%,8.56%,-2.50%,4.16%,11.29%,-3.64%
Jun-20,0.08%,4.66%,7.60%,2.34%,0.23%,5.67%,2.46%,0.01%,0.07%,2.33%,7.59%,5.66%,-3.12%,0.32%,4.45%,-2.71%
Jul-20,2.87%,3.43%,3.12%,6.73%,3.99%,6.70%,5.77%,0.01%,2.86%,6.72%,3.11%,6.69%,2.01%,5.92%,-0.20%,6.13%
Aug-20,3.03%,4.92%,8.84%,5.76%,9.02%,9.91%,7.63%,0.01%,3.02%,5.75%,8.83%,9.90%,-1.66%,3.06%,7.67%,-2.27%
Sep-20,-4.39%,-3.50%,-2.04%,-3.26%,-5.09%,-3.09%,-3.63%,0.01%,-4.40%,-3.27%,-2.05%,-3.10%,-2.36%,-3.06%,-3.63%,-0.61%
Oct-20,2.54%,2.95%,1.77%,-2.95%,-2.83%,-1.28%,-2.10%,0.01%,2.53%,-2.96%,1.76%,-1.29%,-0.61%,-1.50%,2.83%,-3.59%
Nov-20,13.53%,19.42%,25.69%,8.32%,12.01%,19.53%,12.47%,0.01%,13.52%,8.31%,25.68%,19.52%,-4.28%,9.92%,23.82%,-6.82%
Dec-20,6.49%,8.27%,9.95%,3.67%,3.91%,6.78%,4.63%,0.01%,6.48%,3.66%,9.94%,6.77%,-0.14%,2.29%,7.74%,-2.88%
Jan-21,0.03%,3.64%,11.78%,-1.64%,-1.35%,1.83%,-0.03%,0.00%,0.03%,-1.64%,11.78%,1.83%,-5.31%,-1.01%,0.11%,-1.16%
Feb-21,7.07%,9.41%,7.47%,-0.22%,5.76%,6.78%,2.78%,0.00%,7.07%,-0.22%,7.47%,6.78%,-1.57%,5.02%,3.42%,3.08%
Mar-21,4.40%,2.76%,0.74%,4.08%,5.77%,0.07%,3.08%,0.00%,4.40%,4.08%,0.74%,0.07%,4.59%,7.26%,-0.26%,7.92%
Apr-21,3.44%,4.16%,1.16%,6.00%,5.17%,4.34%,4.93%,0.00%,3.44%,6.00%,1.16%,4.34%,3.50%,5.85%,3.11%,4.06%
May-21,0.84%,0.69%,1.83%,-0.33%,1.71%,0.63%,0.29%,0.00%,0.84%,-0.33%,1.83%,0.63%,-0.59%,2.60%,-1.00%,3.40%
Jun-21,-0.69%,0.00%,5.98%,3.06%,0.94%,4.19%,2.75%,0.00%,-0.69%,3.06%,5.98%,4.19%,-1.89%,-1.58%,2.77%,-3.54%
Jul-21,0.74%,-1.25%,-8.17%,3.91%,1.31%,-1.05%,1.27%,0.00%,0.74%,3.91%,-8.17%,-1.05%,5.74%,1.09%,-0.82%,1.70%
Aug-21,1.88%,1.79%,1.58%,3.30%,2.46%,3.05%,2.90%,0.00%,1.88%,3.30%,1.58%,3.05%,1.35%,2.96%,3.23%,0.94%
Sep-21,-3.07%,-2.75%,-1.54%,-5.95%,-3.91%,-2.04%,-4.37%,0.00%,-3.07%,-5.95%,-1.54%,-2.04%,-4.05%,-4.82%,-3.29%,-2.85%
Oct-21,4.46%,3.98%,3.97%,6.47%,6.46%,10.00%,6.65%,0.00%,4.46%,6.47%,3.97%,10.00%,1.01%,5.52%,4.44%,2.77%
Nov-21,-2.48%,-4.18%,-7.29%,-0.27%,-3.39%,0.81%,-1.55%,0.00%,-2.48%,-0.27%,-7.29%,0.81%,0.56%,-1.58%,-10.21%,5.47%
Dec-21,6.17%,4.88%,-1.62%,5.65%,4.80%,-0.94%,3.10%,0.01%,6.16%,5.64%,-1.63%,-0.95%,7.44%,6.44%,0.79%,6.17%
Jan-22,-5.49%,-7.52%,-9.15%,-5.25%,-5.09%,-7.56%,-6.25%,0.00%,-5.49%,-5.25%,-9.15%,-7.56%,0.03%,-5.71%,-10.08%,0.98%
Feb-22,-0.20%,1.05%,3.83%,-2.78%,-5.32%,0.13%,-2.29%,0.00%,-0.20%,-2.78%,3.83%,0.13%,-3.05%,-1.30%,2.63%,-3.16%
Mar-22,1.18%,-0.25%,4.46%,4.51%,2.28%,2.68%,3.06%,0.01%,1.17%,4.50%,4.45%,2.67%,0.71%,4.03%,2.85%,2.15%
Apr-22,-6.37%,-8.52%,-12.60%,-7.98%,-7.52%,-13.62%,-9.45%,0.01%,-6.38%,-7.99%,-12.61%,-13.63%,1.87%,-3.61%,-15.41%,7.16%
May-22,1.72%,-0.48%,-1.74%,-0.70%,0.88%,0.44%,-0.31%,0.03%,1.69%,-0.73%,-1.77%,0.41%,0.84%,1.18%,-6.03%,5.50%
Jun-22,-6.26%,-9.99%,-13.67%,-5.63%,-9.16%,-15.01%,-8.37%,0.06%,-6.32%,-5.69%,-13.73%,-15.07%,4.22%,-6.00%,-12.53%,2.40%
Jul-22,7.82%,11.97%,13.30%,8.20%,7.92%,15.02%,9.65%,0.08%,7.74%,8.12%,13.22%,14.94%,-1.46%,4.26%,11.86%,-3.70%
Aug-22,-4.01%,-3.29%,0.67%,-4.24%,-3.73%,-3.04%,-3.58%,0.19%,-4.20%,-4.43%,0.48%,-3.23%,-3.70%,-2.38%,-1.40%,-1.70%
Sep-22,-8.36%,-9.91%,-13.67%,-9.25%,-8.66%,-9.99%,-9.16%,0.19%,-8.55%,-9.44%,-13.86%,-10.18%,-1.26%,-7.81%,-10.79%,-0.97%
Oct-22,10.11%,10.45%,12.68%,7.60%,8.19%,8.34%,8.06%,0.23%,9.88%,7.37%,12.45%,8.11%,2.01%,11.47%,5.07%,9.26%
Nov-22,5.10%,5.86%,3.47%,5.55%,5.36%,5.03%,4.89%,0.29%,4.81%,5.26%,3.18%,4.74%,2.52%,4.88%,3.32%,2.88%
Dec-22,-4.92%,-5.25%,-9.73%,-4.81%,-5.54%,-9.24%,-6.08%,0.33%,-5.25%,-5.14%,-10.06%,-9.57%,1.67%,-3.17%,-7.58%,2.28%
Jan-23,7.48%,12.62%,14.68%,2.65%,8.52%,15.19%,7.00%,0.35%,7.13%,2.30%,14.33%,14.84%,-5.81%,2.20%,16.63%,-10.26%
Feb-23,-1.78%,-1.57%,-3.89%,-2.76%,-3.82%,0.94%,-2.24%,0.34%,-2.12%,-3.10%,-4.23%,0.60%,-1.71%,-2.16%,-1.09%,-1.63%
Mar-23,-3.38%,-5.11%,-6.26%,5.85%,-0.02%,2.32%,2.87%,0.36%,-3.74%,5.49%,-6.62%,1.96%,2.66%,-0.88%,-3.20%,1.34%
Apr-23,-1.40%,-1.35%,-1.59%,2.50%,2.23%,-2.47%,0.96%,0.35%,-1.75%,2.15%,-1.94%,-2.82%,1.94%,0.69%,-4.57%,4.39%
May-23,-3.55%,-1.63%,0.55%,-2.48%,0.34%,6.31%,0.71%,0.36%,-3.91%,-2.84%,0.19%,5.95%,-6.26%,-4.62%,4.61%,-9.82%
Jun-23,7.62%,10.59%,8.86%,4.69%,6.74%,9.27%,6.86%,0.40%,7.22%,4.29%,8.46%,8.87%,0.21%,9.21%,8.16%,5.94%
Jul-23,4.62%,5.11%,6.99%,1.59%,2.73%,6.35%,3.66%,0.45%,4.17%,1.14%,6.54%,5.90%,-1.60%,1.34%,6.27%,-3.22%
Aug-23,-2.97%,-3.07%,-7.24%,-1.41%,-1.57%,-1.86%,-1.94%,0.45%,-3.42%,-1.86%,-7.69%,-2.31%,0.65%,-2.00%,-6.04%,2.00%
Sep-23,-4.60%,-6.61%,-7.16%,-3.83%,-4.77%,-5.61%,-4.81%,0.43%,-5.03%,-4.26%,-7.59%,-6.04%,-0.26%,-4.49%,-7.08%,-0.39%
Oct-23,-3.97%,-7.67%,-9.43%,0.37%,-3.19%,-4.44%,-2.72%,0.47%,-4.44%,-0.10%,-9.90%,-4.91%,2.84%,-3.84%,-9.73%,2.42%
Nov-23,7.81%,10.99%,9.44%,6.64%,9.96%,12.58%,9.28%,0.44%,7.37%,6.20%,9.00%,12.14%,0.03%,7.99%,8.56%,3.84%
Dec-23,8.85%,12.46%,16.68%,2.21%,5.14%,7.09%,5.28%,0.43%,8.42%,1.78%,16.25%,6.66%,-3.01%,4.84%,13.18%,-4.57%
Jan-24,-1.88%,-3.48%,-6.73%,2.78%,-0.14%,2.44%,0.70%,0.47%,-2.35%,2.31%,-7.20%,1.97%,2.01%,1.29%,-6.92%,7.07%
Feb-24,3.23%,5.07%,7.82%,2.91%,3.44%,11.19%,5.07%,0.42%,2.81%,2.49%,7.40%,10.77%,-3.85%,4.81%,2.61%,3.91%
Mar-24,4.04%,4.69%,1.58%,3.04%,2.86%,3.58%,2.83%,0.43%,3.61%,2.61%,1.15%,3.15%,1.98%,4.63%,2.85%,3.50%
Apr-24,-5.19%,-6.80%,-9.34%,-4.46%,-2.00%,-5.93%,-4.67%,0.47%,-5.66%,-4.93%,-9.81%,-6.40%,-0.10%,-5.63%,-6.05%,-2.27%
May-24,3.77%,4.07%,4.75%,3.39%,5.39%,6.05%,4.34%,0.44%,3.33%,2.95%,4.31%,5.61%,-0.02%,3.23%,1.42%,2.91%
Jun-24,-0.88%,-1.76%,-1.75%,1.48%,2.78%,7.23%,2.77%,0.41%,-1.29%,1.07%,-2.16%,6.82%,-1.85%,-1.23%,-2.00%,0.06%
Jul-24,8.77%,7.31%,6.43%,2.71%,2.70%,-2.11%,1.24%,0.45%,8.32%,2.26%,5.98%,-2.56%,4.81%,6.43%,3.07%,5.57%
Aug-24,0.98%,-2.06%,-1.23%,4.91%,1.94%,0.59%,1.61%,0.48%,0.50%,4.43%,-1.71%,0.11%,3.54%,2.10%,-1.75%,4.02%
Sep-24,1.28%,0.91%,2.89%,0.52%,2.04%,3.66%,1.74%,0.40%,0.88%,0.12%,2.49%,3.26%,-1.56%,1.85%,1.38%,1.19%
Oct-24,-1.40%,-1.42%,0.29%,-0.91%,-2.15%,1.29%,-0.97%,0.39%,-1.79%,-1.30%,-0.10%,0.90%,-2.09%,0.56%,0.29%,0.48%
Nov-24,8.35%,8.81%,15.39%,5.32%,5.06%,8.75%,6.50%,0.40%,7.95%,4.92%,14.99%,8.35%,-0.92%,7.63%,13.11%,-0.71%
Dec-24,-7.15%,-7.18%,-8.10%,-5.94%,-2.20%,0.26%,-3.17%,0.40%,-7.55%,-6.34%,-8.50%,-0.14%,-5.07%,-7.43%,-7.14%,-3.71%
